fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,label,quality,price,índice invertido,country,province,taster_name
7.9,0.24,0.4,1.6,0.056,11.0,25.0,0.9967,3.32,0.87,8.7,Muito bom,6,28.0,1228,Italy,Northeastern Italy,Roger Voss
9.1,0.28,0.48,1.8,0.067,26.0,46.0,0.9967,3.32,1.04,10.6,Muito bom,6,33.0,1227,Italy,Veneto,Roger Voss
7.4,0.55,0.22,2.2,0.106,12.0,72.0,0.9959,3.05,0.63,9.2,Bom,5,20.0,1226,Italy,Northeastern Italy,Roger Voss
14.0,0.41,0.63,3.8,0.08900000000000001,6.0,47.0,1.0014,3.01,0.81,10.8,Muito bom,6,36.0,1225,US,California,
11.5,0.54,0.71,4.4,0.124,6.0,15.0,0.9984,3.01,0.83,11.8,Excelente,7,41.0,1224,Italy,Tuscany,
11.5,0.45,0.5,3.0,0.078,19.0,47.0,1.0003,3.26,1.11,11.0,Muito bom,6,37.0,1223,Italy,Northeastern Italy,Roger Voss
9.4,0.27,0.53,2.4,0.07400000000000001,6.0,18.0,0.9962,3.2,1.13,12.0,Excelente,7,34.0,1222,Greece,Naoussa,Roger Voss
11.4,0.625,0.66,6.2,0.08800000000000001,6.0,24.0,0.9988,3.11,0.99,13.3,Muito bom,6,46.0,1221,Mexico,Valle de Guadalupe,
8.3,0.42,0.38,2.5,0.094,24.0,60.0,0.9979,3.31,0.7,10.8,Muito bom,6,9.0,1220,Italy,Northeastern Italy,Joe Czerwinski
8.3,0.26,0.42,2.0,0.08,11.0,27.0,0.9974,3.21,0.8,9.4,Muito bom,6,8.0,1219,Chile,Rapel Valley,Michael Schachner
13.7,0.415,0.68,2.9,0.085,17.0,43.0,1.0014,3.06,0.8,10.0,Muito bom,6,36.0,1218,Italy,Veneto,Joe Czerwinski
8.3,0.26,0.42,2.0,0.08,11.0,27.0,0.9974,3.21,0.8,9.4,Muito bom,6,36.0,1217,Chile,Maipo Valley,Michael Schachner
8.3,0.26,0.42,2.0,0.08,11.0,27.0,0.9974,3.21,0.8,9.4,Muito bom,6,47.0,1216,Italy,Veneto,Joe Czerwinski
7.7,0.51,0.28,2.1,0.087,23.0,54.0,0.998,3.42,0.74,9.2,Bom,5,29.0,1215,Italy,Northeastern Italy,Roger Voss
7.4,0.63,0.07,2.4,0.09,11.0,37.0,0.9979,3.43,0.76,9.7,Muito bom,6,6.0,1214,US,California,
7.8,0.54,0.26,2.0,0.08800000000000001,23.0,48.0,0.9981,3.41,0.74,9.2,Muito bom,6,16.0,1213,US,California,
8.3,0.66,0.15,1.9,0.079,17.0,42.0,0.9972,3.31,0.54,9.6,Muito bom,6,44.0,1212,US,California,
7.8,0.46,0.26,1.9,0.08800000000000001,23.0,53.0,0.9981,3.43,0.74,9.2,Muito bom,6,48.0,1211,US,California,Roger Voss
9.6,0.38,0.31,2.5,0.096,16.0,49.0,0.9982,3.19,0.7,10.0,Excelente,7,33.0,1210,Italy,Northeastern Italy,Joe Czerwinski
5.6,0.85,0.05,1.4,0.045,12.0,88.0,0.9924,3.56,0.82,12.9,Excepcional,8,23.0,1209,Chile,Maipo Valley,Michael Schachner
13.7,0.415,0.68,2.9,0.085,17.0,43.0,1.0014,3.06,0.8,10.0,Muito bom,6,14.0,1208,Chile,Central Valley,Michael Schachner
9.5,0.37,0.52,2.0,0.08199999999999999,6.0,26.0,0.998,3.18,0.51,9.5,Bom,5,41.0,1207,US,California,
8.4,0.665,0.61,2.0,0.112,13.0,95.0,0.997,3.16,0.54,9.1,Bom,5,42.0,1206,Chile,Lontué Valley,Michael Schachner
12.7,0.6,0.65,2.3,0.063,6.0,25.0,0.9997,3.03,0.57,9.9,Bom,5,22.0,1205,Chile,Maipo Valley,Michael Schachner
12.0,0.37,0.76,4.2,0.066,7.0,38.0,1.0004,3.22,0.6,13.0,Excelente,7,22.0,1204,Italy,Northeastern Italy,Roger Voss
6.6,0.735,0.02,7.9,0.122,68.0,124.0,0.9994,3.47,0.53,9.9,Bom,5,43.0,1203,US,California,
11.5,0.59,0.59,2.6,0.087,13.0,49.0,0.9988,3.18,0.65,11.0,Muito bom,6,15.0,1202,Chile,Colchagua Valley,Michael Schachner
11.5,0.59,0.59,2.6,0.087,13.0,49.0,0.9988,3.18,0.65,11.0,Muito bom,6,30.0,1201,Chile,Curicó Valley,Michael Schachner
8.7,0.765,0.22,2.3,0.064,9.0,42.0,0.9963,3.1,0.55,9.4,Bom,5,48.0,1200,Italy,Veneto,
6.6,0.735,0.02,7.9,0.122,68.0,124.0,0.9994,3.47,0.53,9.9,Bom,5,26.0,1199,Italy,Italy Other,
7.7,0.26,0.3,1.7,0.059,20.0,38.0,0.9949,3.29,0.47,10.8,Muito bom,6,23.0,1198,Italy,Veneto,
12.2,0.48,0.54,2.6,0.085,19.0,64.0,1.0,3.1,0.61,10.5,Muito bom,6,21.0,1197,Chile,Colchagua Valley,Michael Schachner
11.4,0.6,0.49,2.7,0.085,10.0,41.0,0.9994,3.15,0.63,10.5,Muito bom,6,20.0,1196,US,California,
7.7,0.69,0.05,2.7,0.075,15.0,27.0,0.9974,3.26,0.61,9.1,Bom,5,35.0,1195,US,California,
8.7,0.31,0.46,1.4,0.059,11.0,25.0,0.9966,3.36,0.76,10.1,Muito bom,6,14.0,1194,Italy,Veneto,
9.8,0.44,0.47,2.5,0.063,9.0,28.0,0.9981,3.24,0.65,10.8,Muito bom,6,44.0,1193,France,Champagne,Roger Voss
12.0,0.39,0.66,3.0,0.093,12.0,30.0,0.9996,3.18,0.63,10.8,Excelente,7,39.0,1192,Chile,Casablanca Valley,Michael Schachner
10.4,0.34,0.58,3.7,0.174,6.0,16.0,0.997,3.19,0.7,11.3,Muito bom,6,23.0,1191,Italy,Veneto,
12.5,0.46,0.49,4.5,0.07,26.0,49.0,0.9981,3.05,0.57,9.6,Regular,4,49.0,1190,US,New York,Susan Kostrzewa
9.0,0.43,0.34,2.5,0.08,26.0,86.0,0.9987,3.38,0.62,9.5,Muito bom,6,7.0,1189,US,New York,Susan Kostrzewa
9.1,0.45,0.35,2.4,0.08,23.0,78.0,0.9987,3.38,0.62,9.5,Bom,5,8.0,1188,US,California,
7.1,0.735,0.16,1.9,0.1,15.0,77.0,0.9966,3.27,0.64,9.3,Bom,5,36.0,1187,Italy,Veneto,
9.9,0.4,0.53,6.7,0.097,6.0,19.0,0.9986,3.27,0.82,11.7,Excelente,7,16.0,1186,Italy,Veneto,
8.8,0.52,0.34,2.7,0.087,24.0,122.0,0.9982,3.26,0.61,9.5,Bom,5,36.0,1185,Italy,Veneto,
8.6,0.725,0.24,6.6,0.117,31.0,134.0,1.0014,3.32,1.07,9.3,Bom,5,16.0,1184,US,New York,Susan Kostrzewa
10.6,0.48,0.64,2.2,0.111,6.0,20.0,0.997,3.26,0.66,11.7,Muito bom,6,6.0,1183,Italy,Veneto,
7.0,0.58,0.12,1.9,0.091,34.0,124.0,0.9956,3.44,0.48,10.5,Bom,5,6.0,1182,Italy,Veneto,
11.9,0.38,0.51,2.0,0.121,7.0,20.0,0.9996,3.24,0.76,10.4,Muito bom,6,31.0,1181,Austria,Burgenland,Roger Voss
6.8,0.77,0.0,1.8,0.066,34.0,52.0,0.9976,3.62,0.68,9.9,Bom,5,8.0,1180,France,Bordeaux,Roger Voss
9.5,0.56,0.33,2.4,0.08900000000000001,35.0,67.0,0.9972,3.28,0.73,11.8,Excelente,7,9.0,1179,France,Bordeaux,Roger Voss
6.6,0.84,0.03,2.3,0.059,32.0,48.0,0.9952,3.52,0.56,12.3,Excelente,7,44.0,1178,US,Washington,Sean P. Sullivan
7.7,0.96,0.2,2.0,0.047,15.0,60.0,0.9955,3.36,0.44,10.9,Bom,5,1.0,1177,US,Washington,Sean P. Sullivan
10.5,0.24,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.9,11.0,Excelente,7,46.0,1176,Austria,Weinviertel,Anne Krebiehl MW
7.7,0.96,0.2,2.0,0.047,15.0,60.0,0.9955,3.36,0.44,10.9,Bom,5,9.0,1175,US,California,Jim Gordon
6.6,0.84,0.03,2.3,0.059,32.0,48.0,0.9952,3.52,0.56,12.3,Excelente,7,29.0,1174,US,New York,Anna Lee C. Iijima
6.4,0.67,0.08,2.1,0.045,19.0,48.0,0.9949,3.49,0.49,11.4,Muito bom,6,44.0,1173,Spain,Northern Spain,Michael Schachner
9.5,0.78,0.22,1.9,0.077,6.0,32.0,0.9988,3.26,0.56,10.6,Muito bom,6,18.0,1172,US,New York,Anna Lee C. Iijima
9.1,0.52,0.33,1.3,0.07,9.0,30.0,0.9978,3.24,0.6,9.3,Bom,5,39.0,1171,Austria,Kremstal,Anne Krebiehl MW
12.8,0.84,0.63,2.4,0.08800000000000001,13.0,35.0,0.9997,3.1,0.6,10.4,Muito bom,6,16.0,1170,US,Washington,Sean P. Sullivan
10.5,0.24,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.9,11.0,Excelente,7,17.0,1169,US,California,Matt Kettmann
7.8,0.55,0.35,2.2,0.07400000000000001,21.0,66.0,0.9974,3.25,0.56,9.2,Bom,5,25.0,1168,US,California,Matt Kettmann
11.9,0.37,0.69,2.3,0.078,12.0,24.0,0.9958,3.0,0.65,12.8,Muito bom,6,29.0,1167,US,Washington,Sean P. Sullivan
12.3,0.39,0.63,2.3,0.091,6.0,18.0,1.0004,3.16,0.49,9.5,Bom,5,46.0,1166,US,California,Jim Gordon
10.4,0.41,0.55,3.2,0.076,22.0,54.0,0.9996,3.15,0.89,9.9,Muito bom,6,43.0,1165,Italy,Piedmont,Kerin O’Keefe
12.3,0.39,0.63,2.3,0.091,6.0,18.0,1.0004,3.16,0.49,9.5,Bom,5,16.0,1164,Austria,Thermenregion,Anne Krebiehl MW
8.0,0.67,0.3,2.0,0.06,38.0,62.0,0.9958,3.26,0.56,10.2,Muito bom,6,29.0,1163,Italy,Piedmont,Kerin O’Keefe
11.1,0.45,0.73,3.2,0.066,6.0,22.0,0.9986,3.17,0.66,11.2,Muito bom,6,7.0,1162,US,California,Virginie Boone
10.4,0.41,0.55,3.2,0.076,22.0,54.0,0.9996,3.15,0.89,9.9,Muito bom,6,43.0,1161,Spain,Northern Spain,Michael Schachner
7.0,0.62,0.18,1.5,0.062,7.0,50.0,0.9951,3.08,0.6,9.3,Bom,5,16.0,1160,Spain,Northern Spain,Michael Schachner
12.6,0.31,0.72,2.2,0.07200000000000001,6.0,29.0,0.9987,2.88,0.82,9.8,Excepcional,8,48.0,1159,US,Washington,Sean P. Sullivan
11.9,0.4,0.65,2.15,0.068,7.0,27.0,0.9988,3.06,0.68,11.3,Muito bom,6,37.0,1158,Austria,Niederösterreich,Anne Krebiehl MW
15.6,0.685,0.76,3.7,0.1,6.0,43.0,1.0032,2.95,0.68,11.2,Excelente,7,26.0,1157,US,New York,Anna Lee C. Iijima
10.0,0.44,0.49,2.7,0.077,11.0,19.0,0.9963,3.23,0.63,11.6,Excelente,7,24.0,1156,US,California,Virginie Boone
5.3,0.57,0.01,1.7,0.054000000000000006,5.0,27.0,0.9934,3.57,0.84,12.5,Excelente,7,42.0,1155,Austria,Wagram,Anne Krebiehl MW
9.5,0.735,0.1,2.1,0.079,6.0,31.0,0.9986,3.23,0.56,10.1,Muito bom,6,32.0,1154,Italy,Sicily & Sardinia,Kerin O’Keefe
12.5,0.38,0.6,2.6,0.081,31.0,72.0,0.9996,3.1,0.73,10.5,Bom,5,2.0,1153,US,California,Matt Kettmann
9.3,0.48,0.29,2.1,0.127,6.0,16.0,0.9968,3.22,0.72,11.2,Bom,5,9.0,1152,France,Loire Valley,Roger Voss
8.6,0.53,0.22,2.0,0.1,7.0,27.0,0.9967,3.2,0.56,10.2,Muito bom,6,14.0,1151,France,Rhône Valley,Joe Czerwinski
11.9,0.39,0.69,2.8,0.095,17.0,35.0,0.9994,3.1,0.61,10.8,Muito bom,6,35.0,1150,Italy,Lombardy,Kerin O’Keefe
11.9,0.39,0.69,2.8,0.095,17.0,35.0,0.9994,3.1,0.61,10.8,Muito bom,6,3.0,1149,France,Champagne,Roger Voss
8.4,0.37,0.53,1.8,0.413,9.0,26.0,0.9979,3.06,1.06,9.1,Muito bom,6,21.0,1148,Italy,Tuscany,Kerin O’Keefe
6.8,0.56,0.03,1.7,0.084,18.0,35.0,0.9968,3.44,0.63,10.0,Muito bom,6,41.0,1147,France,Burgundy,Roger Voss
10.4,0.33,0.63,2.8,0.084,5.0,22.0,0.9998,3.26,0.74,11.2,Excelente,7,14.0,1146,France,Champagne,Roger Voss
7.0,0.23,0.4,1.6,0.063,21.0,67.0,0.9952,3.5,0.63,11.1,Bom,5,42.0,1145,Canada,Ontario,Sean P. Sullivan
11.3,0.62,0.67,5.2,0.086,6.0,19.0,0.9988,3.22,0.69,13.4,Excepcional,8,12.0,1144,US,California,
8.9,0.59,0.39,2.3,0.095,5.0,22.0,0.9986,3.37,0.58,10.3,Bom,5,5.0,1143,US,California,Virginie Boone
9.2,0.63,0.21,2.7,0.097,29.0,65.0,0.9988,3.28,0.58,9.6,Bom,5,10.0,1142,US,California,
10.4,0.33,0.63,2.8,0.084,5.0,22.0,0.9998,3.26,0.74,11.2,Excelente,7,38.0,1141,Italy,Lombardy,Kerin O’Keefe
11.6,0.58,0.66,2.2,0.07400000000000001,10.0,47.0,1.0008,3.25,0.57,9.0,Péssimo,3,40.0,1140,France,Champagne,Roger Voss
9.2,0.43,0.52,2.3,0.083,14.0,23.0,0.9976,3.35,0.61,11.3,Muito bom,6,8.0,1139,US,Oregon,Paul Gregutt
8.3,0.615,0.22,2.6,0.087,6.0,19.0,0.9982,3.26,0.61,9.3,Bom,5,38.0,1138,US,Oregon,Paul Gregutt
11.0,0.26,0.68,2.55,0.085,10.0,25.0,0.997,3.18,0.61,11.8,Bom,5,10.0,1137,France,Burgundy,Roger Voss
8.1,0.66,0.7,2.2,0.098,25.0,129.0,0.9972,3.08,0.53,9.0,Bom,5,20.0,1136,France,Champagne,Roger Voss
11.5,0.315,0.54,2.1,0.084,5.0,15.0,0.9987,2.98,0.7,9.2,Muito bom,6,12.0,1135,Germany,Rheinhessen,Anna Lee C. Iijima
10.0,0.29,0.4,2.9,0.098,10.0,26.0,1.0006,3.48,0.91,9.7,Bom,5,34.0,1134,Italy,Veneto,Kerin O’Keefe
10.3,0.5,0.42,2.0,0.069,21.0,51.0,0.9982,3.16,0.72,11.5,Muito bom,6,16.0,1133,France,Champagne,Roger Voss
8.8,0.46,0.45,2.6,0.065,7.0,18.0,0.9947,3.32,0.79,14.0,Muito bom,6,21.0,1132,US,Oregon,Paul Gregutt
11.4,0.36,0.69,2.1,0.09,6.0,21.0,1.0,3.17,0.62,9.2,Muito bom,6,9.0,1131,Germany,Mosel,Anna Lee C. Iijima
8.7,0.82,0.02,1.2,0.07,36.0,48.0,0.9952,3.2,0.58,9.8,Bom,5,46.0,1130,Germany,Mosel,Anna Lee C. Iijima
13.0,0.32,0.65,2.6,0.093,15.0,47.0,0.9996,3.05,0.61,10.6,Bom,5,4.0,1129,France,Champagne,Roger Voss
9.6,0.54,0.42,2.4,0.081,25.0,52.0,0.997,3.2,0.71,11.4,Muito bom,6,15.0,1128,France,Burgundy,Roger Voss
12.5,0.37,0.55,2.6,0.083,25.0,68.0,0.9995,3.15,0.82,10.4,Muito bom,6,1.0,1127,France,Burgundy,Roger Voss
9.9,0.35,0.55,2.1,0.062,5.0,14.0,0.9971,3.26,0.79,10.6,Bom,5,2.0,1126,Portugal,Alentejano,Roger Voss
10.5,0.28,0.51,1.7,0.08,10.0,24.0,0.9982,3.2,0.89,9.4,Muito bom,6,2.0,1125,France,Champagne,Roger Voss
9.6,0.68,0.24,2.2,0.087,5.0,28.0,0.9988,3.14,0.6,10.2,Bom,5,29.0,1124,US,California,
9.3,0.27,0.41,2.0,0.091,6.0,16.0,0.998,3.28,0.7,9.7,Bom,5,11.0,1123,US,California,
10.4,0.24,0.49,1.8,0.075,6.0,20.0,0.9977,3.18,1.06,11.0,Muito bom,6,42.0,1122,France,Bordeaux,Roger Voss
9.6,0.68,0.24,2.2,0.087,5.0,28.0,0.9988,3.14,0.6,10.2,Bom,5,,1121,France,Champagne,Roger Voss
9.4,0.685,0.11,2.7,0.077,6.0,31.0,0.9984,3.19,0.7,10.1,Muito bom,6,38.0,1120,Italy,Sicily & Sardinia,
10.6,0.28,0.39,15.5,0.069,6.0,23.0,1.0026,3.12,0.66,9.2,Bom,5,12.0,1119,US,Washington,Paul Gregutt
9.4,0.3,0.56,2.8,0.08,6.0,17.0,0.9964,3.15,0.92,11.7,Excepcional,8,7.0,1118,Italy,Sicily & Sardinia,
10.6,0.36,0.59,2.2,0.152,6.0,18.0,0.9986,3.04,1.05,9.4,Bom,5,2.0,1117,US,California,
10.6,0.36,0.6,2.2,0.152,7.0,18.0,0.9986,3.04,1.06,9.4,Bom,5,43.0,1116,South Africa,Stellenbosch,Lauren Buzzeo
10.6,0.44,0.68,4.1,0.114,6.0,24.0,0.997,3.06,0.66,13.4,Muito bom,6,15.0,1115,South Africa,Western Cape,Lauren Buzzeo
10.2,0.67,0.39,1.9,0.054000000000000006,6.0,17.0,0.9976,3.17,0.47,10.0,Bom,5,4.0,1114,France,Rhône Valley,Joe Czerwinski
10.2,0.67,0.39,1.9,0.054000000000000006,6.0,17.0,0.9976,3.17,0.47,10.0,Bom,5,8.0,1113,US,California,
10.2,0.645,0.36,1.8,0.053,5.0,14.0,0.9982,3.17,0.42,10.0,Muito bom,6,17.0,1112,Italy,Northeastern Italy,
11.6,0.32,0.55,2.8,0.081,35.0,67.0,1.0002,3.32,0.92,10.8,Excelente,7,17.0,1111,Italy,Northeastern Italy,
9.3,0.39,0.4,2.6,0.073,10.0,26.0,0.9984,3.34,0.75,10.2,Muito bom,6,19.0,1110,Italy,Northeastern Italy,
9.3,0.775,0.27,2.8,0.078,24.0,56.0,0.9984,3.31,0.67,10.6,Muito bom,6,27.0,1109,Spain,Catalonia,Michael Schachner
9.2,0.41,0.5,2.5,0.055,12.0,25.0,0.9952,3.34,0.79,13.3,Excelente,7,18.0,1108,Austria,Kremstal,Roger Voss
8.9,0.4,0.51,2.6,0.052000000000000005,13.0,27.0,0.995,3.32,0.9,13.4,Excelente,7,21.0,1107,US,Washington,Paul Gregutt
8.7,0.69,0.31,3.0,0.086,23.0,81.0,1.0002,3.48,0.74,11.6,Muito bom,6,33.0,1106,US,Washington,Paul Gregutt
6.5,0.39,0.23,8.3,0.051,28.0,91.0,0.9952,3.44,0.55,12.1,Muito bom,6,44.0,1105,US,New York,Anna Lee C. Iijima
10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,Excepcional,8,11.0,1104,US,California,Virginie Boone
7.8,0.52,0.25,1.9,0.081,14.0,38.0,0.9984,3.43,0.65,9.0,Muito bom,6,9.0,1103,Spain,Northern Spain,Michael Schachner
7.2,0.34,0.32,2.5,0.09,43.0,113.0,0.9966,3.32,0.79,11.1,Bom,5,49.0,1102,US,California,Virginie Boone
10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,Excepcional,8,39.0,1101,US,California,
8.7,0.69,0.31,3.0,0.086,23.0,81.0,1.0002,3.48,0.74,11.6,Muito bom,6,41.0,1100,France,Provence,Roger Voss
7.8,0.52,0.25,1.9,0.081,14.0,38.0,0.9984,3.43,0.65,9.0,Muito bom,6,29.0,1099,Spain,Northern Spain,Michael Schachner
10.4,0.44,0.73,6.55,0.07400000000000001,38.0,76.0,0.999,3.17,0.85,12.0,Excelente,7,49.0,1098,US,California,Virginie Boone
10.4,0.44,0.73,6.55,0.07400000000000001,38.0,76.0,0.999,3.17,0.85,12.0,Excelente,7,42.0,1097,Austria,Österreichischer Sekt,Roger Voss
10.5,0.26,0.47,1.9,0.078,6.0,24.0,0.9976,3.18,1.04,10.9,Excelente,7,36.0,1096,US,California,
10.5,0.24,0.42,1.8,0.077,6.0,22.0,0.9976,3.21,1.05,10.8,Excelente,7,25.0,1095,France,Rhône Valley,Joe Czerwinski
10.2,0.49,0.63,2.9,0.07200000000000001,10.0,26.0,0.9968,3.16,0.78,12.5,Excelente,7,9.0,1094,Spain,Northern Spain,Michael Schachner
10.4,0.24,0.46,1.8,0.075,6.0,21.0,0.9976,3.25,1.02,10.8,Excelente,7,43.0,1093,Italy,Northeastern Italy,
11.2,0.67,0.55,2.3,0.084,6.0,13.0,1.0,3.17,0.71,9.5,Muito bom,6,12.0,1092,US,Washington,Paul Gregutt
10.0,0.59,0.31,2.2,0.09,26.0,62.0,0.9994,3.18,0.63,10.2,Muito bom,6,31.0,1091,US,Washington,Paul Gregutt
13.3,0.29,0.75,2.8,0.084,23.0,43.0,0.9986,3.04,0.68,11.4,Excelente,7,20.0,1090,US,California,Virginie Boone
12.4,0.42,0.49,4.6,0.073,19.0,43.0,0.9978,3.02,0.61,9.5,Bom,5,10.0,1089,US,California,Matt Kettmann
10.0,0.59,0.31,2.2,0.09,26.0,62.0,0.9994,3.18,0.63,10.2,Muito bom,6,11.0,1088,France,Champagne,Roger Voss
10.7,0.4,0.48,2.1,0.125,15.0,49.0,0.998,3.03,0.81,9.7,Muito bom,6,22.0,1087,France,Champagne,Roger Voss
10.5,0.51,0.64,2.4,0.107,6.0,15.0,0.9973,3.09,0.66,11.8,Excelente,7,23.0,1086,US,California,Virginie Boone
10.5,0.51,0.64,2.4,0.107,6.0,15.0,0.9973,3.09,0.66,11.8,Excelente,7,27.0,1085,Chile,Colchagua Valley,Michael Schachner
8.5,0.655,0.49,6.1,0.122,34.0,151.0,1.001,3.31,1.14,9.3,Bom,5,1.0,1084,US,California,Virginie Boone
12.5,0.6,0.49,4.3,0.1,5.0,14.0,1.001,3.25,0.74,11.9,Muito bom,6,15.0,1083,US,California,Virginie Boone
10.4,0.61,0.49,2.1,0.2,5.0,16.0,0.9994,3.16,0.63,8.4,Péssimo,3,5.0,1082,US,California,Virginie Boone
10.9,0.21,0.49,2.8,0.08800000000000001,11.0,32.0,0.9972,3.22,0.68,11.7,Muito bom,6,37.0,1081,France,Burgundy,Roger Voss
7.3,0.365,0.49,2.5,0.08800000000000001,39.0,106.0,0.9966,3.36,0.78,11.0,Bom,5,36.0,1080,US,California,Jim Gordon
9.8,0.25,0.49,2.7,0.08800000000000001,15.0,33.0,0.9982,3.42,0.9,10.0,Muito bom,6,8.0,1079,US,California,Matt Kettmann
7.6,0.41,0.49,2.0,0.08800000000000001,16.0,43.0,0.998,3.48,0.64,9.1,Bom,5,1.0,1078,US,California,Matt Kettmann
8.2,0.39,0.49,2.3,0.099,47.0,133.0,0.9979,3.38,0.99,9.8,Bom,5,42.0,1077,US,Oregon,Paul Gregutt
9.3,0.4,0.49,2.5,0.085,38.0,142.0,0.9978,3.22,0.55,9.4,Bom,5,36.0,1076,US,Oregon,Paul Gregutt
9.2,0.43,0.49,2.4,0.086,23.0,116.0,0.9976,3.23,0.64,9.5,Bom,5,4.0,1075,US,Washington,Sean P. Sullivan
10.4,0.64,0.24,2.8,0.105,29.0,53.0,0.9998,3.24,0.67,9.9,Bom,5,39.0,1074,US,California,Matt Kettmann
7.3,0.365,0.49,2.5,0.08800000000000001,39.0,106.0,0.9966,3.36,0.78,11.0,Bom,5,15.0,1073,US,Oregon,Paul Gregutt
7.0,0.38,0.49,2.5,0.097,33.0,85.0,0.9962,3.39,0.77,11.4,Muito bom,6,17.0,1072,Germany,Rheinhessen,Anna Lee C. Iijima
8.2,0.42,0.49,2.6,0.084,32.0,55.0,0.9988,3.34,0.75,8.7,Muito bom,6,7.0,1071,France,Champagne,Roger Voss
9.9,0.63,0.24,2.4,0.077,6.0,33.0,0.9974,3.09,0.57,9.4,Bom,5,27.0,1070,US,California,Virginie Boone
9.1,0.22,0.24,2.1,0.078,1.0,28.0,0.999,3.41,0.87,10.3,Muito bom,6,25.0,1069,Chile,Colchagua Valley,Michael Schachner
11.9,0.38,0.49,2.7,0.098,12.0,42.0,1.0004,3.16,0.61,10.3,Bom,5,4.0,1068,US,Oregon,Paul Gregutt
11.9,0.38,0.49,2.7,0.098,12.0,42.0,1.0004,3.16,0.61,10.3,Bom,5,30.0,1067,US,Oregon,Paul Gregutt
10.3,0.27,0.24,2.1,0.07200000000000001,15.0,33.0,0.9956,3.22,0.66,12.8,Muito bom,6,17.0,1066,US,Oregon,Paul Gregutt
10.0,0.48,0.24,2.7,0.102,13.0,32.0,1.0,3.28,0.56,10.0,Muito bom,6,6.0,1065,US,California,Matt Kettmann
9.1,0.22,0.24,2.1,0.078,1.0,28.0,0.999,3.41,0.87,10.3,Muito bom,6,11.0,1064,Germany,Mosel,Anna Lee C. Iijima
9.9,0.63,0.24,2.4,0.077,6.0,33.0,0.9974,3.09,0.57,9.4,Bom,5,15.0,1063,US,Washington,Sean P. Sullivan
8.1,0.825,0.24,2.1,0.084,5.0,13.0,0.9972,3.37,0.77,10.7,Muito bom,6,20.0,1062,US,California,Virginie Boone
12.9,0.35,0.49,5.8,0.066,5.0,35.0,1.0014,3.2,0.66,12.0,Excelente,7,29.0,1061,US,Oregon,Paul Gregutt
11.2,0.5,0.74,5.15,0.1,5.0,17.0,0.9996,3.22,0.62,11.2,Bom,5,38.0,1060,US,California,Matt Kettmann
9.2,0.59,0.24,3.3,0.101,20.0,47.0,0.9988,3.26,0.67,9.6,Bom,5,44.0,1059,US,California,Matt Kettmann
9.5,0.46,0.49,6.3,0.064,5.0,17.0,0.9988,3.21,0.73,11.0,Muito bom,6,47.0,1058,US,California,Matt Kettmann
9.3,0.715,0.24,2.1,0.07,5.0,20.0,0.9966,3.12,0.59,9.9,Bom,5,37.0,1057,Italy,Northeastern Italy,Kerin O’Keefe
11.2,0.66,0.24,2.5,0.085,16.0,53.0,0.9993,3.06,0.72,11.0,Muito bom,6,30.0,1056,US,California,Virginie Boone
14.3,0.31,0.74,1.8,0.075,6.0,15.0,1.0008,2.86,0.79,8.4,Muito bom,6,22.0,1055,US,California,Matt Kettmann
9.1,0.47,0.49,2.6,0.094,38.0,106.0,0.9982,3.08,0.59,9.1,Bom,5,29.0,1054,US,California,Virginie Boone
7.5,0.55,0.24,2.0,0.078,10.0,28.0,0.9983,3.45,0.78,9.5,Muito bom,6,,1053,US,California,Virginie Boone
10.6,0.31,0.49,2.5,0.067,6.0,21.0,0.9987,3.26,0.86,10.7,Muito bom,6,32.0,1052,US,California,Matt Kettmann
12.4,0.35,0.49,2.6,0.079,27.0,69.0,0.9994,3.12,0.75,10.4,Muito bom,6,19.0,1051,US,California,Virginie Boone
9.0,0.53,0.49,1.9,0.171,6.0,25.0,0.9975,3.27,0.61,9.4,Muito bom,6,7.0,1050,Italy,Piedmont,Kerin O’Keefe
6.8,0.51,0.01,2.1,0.07400000000000001,9.0,25.0,0.9958,3.33,0.56,9.5,Muito bom,6,22.0,1049,US,California,Virginie Boone
9.4,0.43,0.24,2.8,0.092,14.0,45.0,0.998,3.19,0.73,10.0,Muito bom,6,9.0,1048,US,California,Virginie Boone
9.5,0.46,0.24,2.7,0.092,14.0,44.0,0.998,3.12,0.74,10.0,Muito bom,6,45.0,1047,France,Provence,Roger Voss
5.0,1.04,0.24,1.6,0.05,32.0,96.0,0.9934,3.74,0.62,11.5,Bom,5,8.0,1046,Argentina,Mendoza Province,Michael Schachner
15.5,0.645,0.49,4.2,0.095,10.0,23.0,1.00315,2.92,0.74,11.1,Bom,5,42.0,1045,France,Provence,Roger Voss
15.5,0.645,0.49,4.2,0.095,10.0,23.0,1.00315,2.92,0.74,11.1,Bom,5,20.0,1044,US,Washington,Sean P. Sullivan
